Molecule,Route,Technical Specifications,Level 1,Level 2,Level 3,Level 4,ATC Code
Lopinavir + Ritonavir,Oral:,200 mg + 50 mg Tablet/Capsule ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,"Antivirals for treatment of HIV infections, combinations",J05AR10 
Lopinavir + Ritonavir,Oral:,40 mg + 10 mg Oral pellets contained in capsule ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,"Antivirals for treatment of HIV infections, combinations",J05AR10 
Loratadine,Oral:,10 mg Tablet/Film-coated tablet *Primary Health Care,RESPIRATORY SYSTEM,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Other antihistamines for systemic use,R06AX13
Loratadine,Oral:,5 mg/5 mL Syrup in 30 mL *Primary Health Care,RESPIRATORY SYSTEM,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Other antihistamines for systemic use,R06AX13
Losartan,Oral:,50 mg (as Potassium) Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",C09CA01
Losartan,Oral:,100 mg (as Potassium) Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",C09CA01
Losartan + Hydrochlorothiazide,Oral:,50 mg + 12.5 mg Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",Angiotensin II receptor blockers (ARBs) and diuretics,C09DA01
Lynestrenol,Oral:,500 mcg Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Progestogens,G03AC02
Magnesium Sulfate,Inj.:,"250 mg/mL (as Heptahydrate) in 2 mL Ampul (IM, IV) *Primary Health Care",ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,"250 mg/mL (as Heptahydrate) in 10 mL Ampul (IM, IV) *Primary Health Care",ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 10 mL Vial (IV) ,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 20 mL Vial (IV) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,250 mg/mL (as Heptahydrate) in 50 mL Vial (IV) ,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,"500 mg/mL (as Heptahydrate) in 2 mL Ampul (IM, IV) *Primary Health Care",ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Magnesium Sulfate,Inj.:,"500 mg/mL (as Heptahydrate) in 10 mL Ampul (IM, IV) *Primary Health Care",ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Magnesium,A12CC02 
Mannitol,Inj.:,20% in 250 mL Bottle (IV) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTIONS,Solutions producing osmotic diuresis,B05BC01 
Mannitol,Inj.:,20% in 500 mL Bottle (IV) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTIONS,Solutions producing osmotic diuresis,B05BC01 
Mebendazole,Oral:,100 mg Tablet /Capsule *Primary Health Care,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives,P02CA01 
Mebendazole,Oral:,500 mg Tablet /Chewable tablet *Primary Health Care,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives,P02CA01 
Mebendazole,Oral:,50 mg/mL Suspension in 10 mL ,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives,P02CA01 
Mebendazole,Oral:,100 mg/mL Suspension in 30 mL ,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives,P02CA01 
Mebendazole,Oral:,100 mg/mL Suspension in 60 mL ,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTHELMINTICS,ANTINEMATODAL AGENTS,Benzimidazole derivatives,P02CA01 
Mebeverine,Oral:,100 mg (as Hydrochloride) Tablet ,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,"Synthetic anticholinergics, esters with tertiary amino group",A03AA04 
Mecobalamin,Oral:,500 mcg Tablet ,BLOOD AND BLOOD FORMING ORGANS,ANTIANEMIC PREPARATIONS,VITAMIN B12 AND FOLIC ACID,Vitamin B12 (cyanocobalamin and analogues),B03BA05 
Mecobalamin,Inj.:,"500 mcg/mL in 1 mL Ampul (IM, IV) ",BLOOD AND BLOOD FORMING ORGANS,ANTIANEMIC PREPARATIONS,VITAMIN B12 AND FOLIC ACID,Vitamin B12 (cyanocobalamin and analogues),B03BA05 
Medroxyprogesterone,Oral:,5 mg (as Acetate) Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Progestogens,G03AC06 
Medroxyprogesterone,Oral:,10 mg (as Acetate) Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Progestogens,G03AC06 
Medroxyprogesterone,Inj.:,50 mg/mL (as Acetate) in 3 mL Vial with syringe (IM)(N.B.: Use 1 inch long needle) *Primary Health Care,GENITO URINARY SYSTEM AND SEX HORMONES, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Progestogens,G03AC06 
Medroxyprogesterone,Inj.:,150 mg/mL (as Enanthate/Acetate) in 1 mL Vial ,GENITO URINARY SYSTEM AND SEX HORMONES, SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,Progestogens,G03AC06 
Mefenamic Acid,Oral:,250 mg Tablet /Capsule *Primary Health Care,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Fenamates,M01AG01 
Mefenamic Acid,Oral:,500 mg Tablet /Capsule *Primary Health Care,MUSCULO-SKELETAL SYSTEM,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Fenamates,M01AG01 
Mefloquine,Oral:,250 mg (as Hydrochloride) Tablet ,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Methanolquinolines,P01BC02 
Megestrol,Oral:,40 mg (as Acetate) Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONES AND RELATED AGENTS,Progestogens,L02AB01 
Megestrol,Oral:,160 mg (as Acetate) Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONES AND RELATED AGENTS,Progestogens,L02AB01 
Melphalan,Oral:,2 mg Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ALKYLATING AGENTS,Nitrogen mustard analogues,L01AA03 
Memantine,Oral:,5 mg Film-coated tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs,N06DX01
Memantine,Oral:,10 mg Film-coated tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs,N06DX01
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL x 10 doses, Lyophilized powder Multidose vial + 5 mL diluent  (IM, SC)(Group A + C) *Primary Health Care",ANTIINFECTIVES FOR SYSTEMIC USE,VACCINES,BACTERIAL VACCINES,Meningococcal vaccines,J07AH02
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL Lyophilized powder Single dose vial + 0.5 mL diluent  (IM, SC)(Group A + C) *Primary Health Care",ANTIINFECTIVES FOR SYSTEMIC USE,VACCINES,BACTERIAL VACCINES,Meningococcal vaccines,J07AH02
Meningococcal polysaccharide (Neisseria meningitidis) Vaccine,Inj.:,"50 mcg/0.5 mL x 10 doses, Lyophilized powder Multidose vial + Diluent (IM, SC)(Serogroup A + Serogroup B + Serogroup Wl35 + Serogroup Y) *Primary Health Care",ANTIINFECTIVES FOR SYSTEMIC USE,VACCINES,BACTERIAL VACCINES,Meningococcal vaccines,J07AH02
Mercaptopurine,Oral:,50 mg Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Purine analogues,L01BB02 
Meropenem *Reserve antimicrobial,Inj.:,500 mg (as Trihydrate) Powder Vial (IV) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,J01DH02
Meropenem *Reserve antimicrobial,Inj.:,1 g (as Trihydrate) Powder Vial (IV) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER BETA-LACTAM ANTIBACTERIALS,Carbapenems,J01DH02
Mesalazine,Oral:,500 mg Enteric-coated tablet ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents,A07EC02 
Mesalazine,Oral:,500 mg Enteric Modified Release (MR) tablet ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents,A07EC02 
Mesalazine,Rectal:,250 mg Suppository ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents,A07EC02 
Mesalazine,,Gastro-resistant Prolonged Release (PR) granules in 1.5 g Sachet ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFLAMMATORY AGENTS,Aminosalicylic acid and similar agents,A07EC02 
Mesna (Sodium-2-mercaptoethanesulphonate),Inj.:,100 mg /mL in 4 mL Ampul (IV) ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Detoxifying agents for antineoplastic treatment,V03AF01 
Metformin,Oral:,500 mg (as Hydrochloride) Tablet/Film-coated tablet *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Biguanides,A10BA02 
Metformin,Oral:,850 mg (as Hydrochloride) Tablet *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,DRUGS USED IN DIABETES,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",Biguanides,A10BA02 
Methimazole/Thiamazole,Oral:,5 mg Tablet *Primary Health Care,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,H03BB02 
Methimazole/Thiamazole,Oral:,10 mg Tablet *Primary Health Care,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",THYROID THERAPY,ANTITHYROID PREPARATIONS,Sulfur-containing imidazole derivatives,H03BB02 
Methotrexate,Oral:,2.5 mg (as Base/Sodium/Disodium) Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,"5 mg/mL (as Sodium) in 3 mL Vial (IM, IV) ",ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,"25 mg/mL (as Base) in 2 mL Ampul/Vial (IM, IV, Intrathecal) ",ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,"25 mg/mL (as Sodium) in 2 mL Vial (IM, IV, Intrathecal)(Preservative free) ",ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,"25 mg/mL (as Sodium) in 20 mL Vial (IM, IV, Intrathecal)(Preservative free) ",ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,100 mg/mL (as Base) in 10 mL Vial ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methotrexate,Inj.:,"100 mg/mL (as Sodium) in 10 mL Vial (IM, IV, Intrathecal)(Preservative free) ",ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Folic acid analogues,L01BA01 
Methyldopa,Oral:,250 mg Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,ANTIHYPERTENSIVES,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",Methyldopa,C02AB01 
Methylene Blue,Oral:,1% Solution ,VARIOUS,DIAGNOSTIC AGENTS,OTHER DIAGNOSTIC AGENTS,Tests for gastric secretion,V04CG05 
Methylene Blue,Inj.:,10 mg/ mL in 1 mL Ampul/Vial ,VARIOUS,DIAGNOSTIC AGENTS,OTHER DIAGNOSTIC AGENTS,Tests for gastric secretion,V04CG05 
Methylene Blue,Inj.:,10 mg/ mL in 10 mL Ampul/Vial ,VARIOUS,DIAGNOSTIC AGENTS,OTHER DIAGNOSTIC AGENTS,Tests for gastric secretion,V04CG05 
Methylergometrine/Methylergonovine,Inj.:,200 mcg/ mL (as Hydrogen maleate/Maleate) in 1 mL Ampul ,GENITO URINARY SYSTEM AND SEX HORMONES,OTHER GYNECOLOGICALS,UTEROTONICS,Ergot alkaloids,G02AB01 
Methylphenidate,Oral:,10 mg Tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,N06BA04 
Methylphenidate,Oral:,18 mg Modified Release (MR) tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,N06BA04 
Methylphenidate,Oral:,27 mg Modified Release (MR) tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,N06BA04 
Methylphenidate,Oral:,36 mg Modified Release (MR) tablet ,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,N06BA04 
Methylphenidate,Oral:,20 mg Modified Release (MR) capsule ,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Centrally acting sympathomimetics,N06BA04 
Methylprednisolone,Oral:,4mg Tablet *Primary Health Care,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Oral:,16 mg Tablet *Primary Health Care,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"125 mg/mL (as Sodium succinate) Powder in 2 mL Vial + Diluent (IM, IV, IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"40 mg (as Sodium succinate) Solution for injection Single dose vial (IM, IV) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"500 mg (as Sodium succinate) in 7.7 mL Vial + Diluent (IM, IV, IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"1 g/16 mL (as Sodium succinate) Vial + Diluent (IM, IV, IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"125 mg (as Sodium succinate) Lyophilized powder Vial (IM, IV) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"500 mg (as Sodium succinate) Lyophilized powder Vial (IM, IV) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"1 g (as Sodium succinate) Lyophilized powder Vial (IM, IV) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Methylprednisolone,Inj.:,"500 mg/8 mL (as Sodium succinate) Powder Vial + Diluent (IM, IV, IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",CORTICOSTEROIDS FOR SYSTEMIC USE,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",Glucocorticoids,H02AB04 
Metoclopramide,Inj.:,10 mg (as Hydrochloride) Tablet *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,A03FA01 
Metoclopramide,Inj.:,5 mg/5 mL (as Base /Hydrochloride) Syrup in 60 mL *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,A03FA01 
Metoclopramide,Inj.:,"5 mg/mL (as Base /Hydrochloride) in 2 mL Ampul (IM, IV) ",ALIMENTARY TRACT AND METABOLISM,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,PROPULSIVES,Propulsives,A03FA01 
Metoprolol,Oral:,50 mg (as Tartrate) Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,BETA BLOCKING AGENTS,BETA BLOCKING AGENTS,"Beta blocking agents, selective",C07AB02 
Metoprolol,Oral:,100 mg (as Tartrate) Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,BETA BLOCKING AGENTS,BETA BLOCKING AGENTS,"Beta blocking agents, selective",C07AB02 
Metronidazole,Oral:,250 mg Tablet *Primary Health Care,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Imidazole derivatives,J01XD01 
Metronidazole,Oral:,500 mg Tablet *Primary Health Care,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Imidazole derivatives,J01XD01 
Metronidazole,Oral:,125 mg/5 mL (as Base) Suspension in 60 mL *Primary Health Care,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Imidazole derivatives,J01XD01 
Metronidazole,Oral:,200 mg/5 mL (as Benzoate) Suspension in 60 mL *Primary Health Care,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Imidazole derivatives,J01XD01 
Metronidazole,Inj.:,5 mg/mL in 100 mL Vial (IV infusion) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Imidazole derivatives,J01XD01 
Micafungin *Reserve antimicrobial,Inj.:,50 mg Lyophilized powder for infusion (IV infusion) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,ANTIMYCOTICS FOR SYSTEMIC USE,Other antimycotics for systemic use,J02AX05 
Miconazole,Topical:,20 mg Oral gel in 3.5 g Aluminum collapsible tube ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES, Imidazole derivatives,A07AC01 
Miconazole,Topical:,2% (20 mg/g) Cream in 5 g Aluminum collapsible tube ,ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES, Imidazole derivatives,A07AC01 
Miconazole,Vaginal:,"1.2 g x 1, Suppository Casing strip ",ALIMENTARY TRACT AND METABOLISM,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",INTESTINAL ANTIINFECTIVES, Imidazole derivatives,A07AC01 
Micronutrient Powder,,"in 1 g Sachet composed of:
Vitamin A = 400 ug RE
Vitamin C = 30 mg
Vitamin D = 5 ug
Vitamin E = 5 mg a-TE
Vitamin B1 = 0.5 mg
Vitamin B2 = 0.5 mg
Vitamin B6 = 0.5 mg
Vitamin B12 = 0.9 ug
Folic acid = 150 ug
Niacin = 6 mg
Iron = 10 mg
Zinc = 4.1 mg
Copper = 0.56 mg
Iodine = 90 ug S
Elenium = 17 ug *Primary Health Care",ALIMENTARY TRACT AND METABOLISM,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,Enzymes,A16AB02 
Midazolam,Inj.:,15 mg Tablet ,NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"1 mg/mL in 5 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"5 mg/mL in 1 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"5 mg/mL in 2 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"5 mg/mL in 3 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"5 mg/mL in 5 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Midazolam,Inj.:,"5 mg/mL in 10 mL Ampul (IM, IV) ",NERVOUS SYSTEM,PSYCHOLEPTICS,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,N05CD08
Mitoxantrone,Inj.:,2mg/ mL Solution in 5 mL ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,Anthracyclines and related substances,L01DB07 
Mitoxantrone,Inj.:,2mg/ mL Solution in 10 mL ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,Anthracyclines and related substances,L01DB07 
Modified Fluid Gelatin (polymerisate of degraded succinylated gelatin),Inj.:,3% Solution in 500 mL Bottle (IV infusion) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND RELATED PRODUCTS,Blood substitutes and plasma protein fractions,B05AA06
Modified Fluid Gelatin (polymerisate of degraded succinylated gelatin),Inj.:,4% Solution in 500 mL Bottle (IV infusion) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND RELATED PRODUCTS,Blood substitutes and plasma protein fractions,B05AA06
